"projectID";"topic";"title"
"686527";"FETOPEN-CSA-FETTAKEUP-2015";"FET Take-Up Coordination and Support Activities 2015"
"951890";"FETPROACT-EIC-06-2019";"EIC Transition to Innovation Activities"
"737301";"FETOPEN-02-2016";"FET-Open Coordination and Support Actions"
"754264";"FETOPEN-04-2016-2017";"FET Innovation Launchpad"
"800986";"FETOPEN-04-2016-2017";"FET Innovation Launchpad"
"665134";"FETOPEN-2-2014";"Coordination and Support Activities"
"653339";"MG-7.2b-2014";"Towards seamless mobility addressing fragmentation in ITS deployment in Europe"
"831884";"JTI-CS2-2018-CFP08-THT-02";"Cognitive Computing potential for cockpit operations"
"737669";"FTIPilot-01-2016";"Fast Track to Innovation Pilot"
"853899";"EIC-FTI-2018-2020";"Fast Track to Innovation (FTI)"
"824753";"FETOPEN-02-2018";"FET-Open Coordination and Support Actions"
"893100";"SESAR-ER4-08-2019";"Behavioural Economics in ATM"
"643574";"HCO-14-2014";"Bridging the divide in European health research and innovation"
"850506";"FETOPEN-03-2018-2019-2020";"FET Innovation Launchpad"
"828774";"FETOPEN-01-2018-2019-2020";"FET-Open Challenging Current Thinking"
"101034765";"FETOPEN-03-2018-2019-2020";"FET Innovation Launchpad"
"851246";"FETOPEN-03-2018-2019-2020";"FET Innovation Launchpad"
"851956";"FETOPEN-03-2018-2019-2020";"FET Innovation Launchpad"
"946174";"FETOPEN-03-2018-2019-2020";"FET Innovation Launchpad"
"101034891";"FETOPEN-03-2018-2019-2020";"FET Innovation Launchpad"
"851204";"FETOPEN-03-2018-2019-2020";"FET Innovation Launchpad"
"101034955";"FETOPEN-03-2018-2019-2020";"FET Innovation Launchpad"
"824748";"FETOPEN-02-2018";"FET-Open Coordination and Support Actions"
"850877";"FETOPEN-03-2018-2019-2020";"FET Innovation Launchpad"
"101034471";"FETOPEN-03-2018-2019-2020";"FET Innovation Launchpad"
"101034926";"FETOPEN-03-2018-2019-2020";"FET Innovation Launchpad"
"643328";"INNOSUP";"INNOSUP"
"959871";"INNOSUP-05-2018-2020";"Peer learning of innovation agencies"
"831298";"H2020EENSGA3";"EEN H2020 SGA3"
"743493";"H2020-SGA2-EEN";"H2020 2D CONSULTATION EEN"
"674854";"INNOVATION";"Enhancing the innovation management capacity of SMEs"
"879686";"H2020-EEN-SGA4";"H2020 ENTREPRISE EUROPE NETWORK SGA4 2020-2021"
"952395";"WIDESPREAD-06-2020";"ERA Chairs"
"952275";"WIDESPREAD-06-2020";"ERA Chairs"
"836141";"EIC-SMEInst-2018-2020";"SME instrument"
"810105";"WIDESPREAD-05-2017";"Twinning"
"831927";"JTI-CS2-2018-CfP08-REG-02-05";"High fidelity power effects aerodynamics at High Reynolds conditions in Regional turboprop configuration"
"945679";"FETOPEN-03-2018-2019-2020";"FET Innovation Launchpad"
"862289";"LC-NMBP-32-2019";"Smart materials, systems and structures for energy harvesting (RIA)"
"875209";"SC1-DTH-11-2019";"Large Scale pilots of personalised & outcome based integrated care"
"101003688";"SC1-PHE-CORONAVIRUS-2020";"Advancing knowledge for the clinical and public health response to the 2019-nCoV epidemic"
"963603";"LC-BAT-11-2020";"Reducing the cost of large batteries for waterborne transport"
"857840";"LC-MG-1-8-2019";"Retrofit Solutions and Next Generation Propulsion for Waterborne Transport"
"754554";"FETOPEN-04-2016-2017";"FET Innovation Launchpad"
"763815";"WIDESPREAD-04-2017";"Teaming Phase 1"
"857586";"WIDESPREAD-01-2018-2019";"Teaming Phase 2"
"643647";"PHC-19-2014";"Advancing active and healthy ageing with ICT: service robotics within assisted living environments"
"810961";"WIDESPREAD-03-2017";"ERA Chairs"
"952401";"WIDESPREAD-05-2020";"Twinning"
"964518";"FETOPEN-01-2018-2019-2020";"FET-Open Challenging Current Thinking"
"101003403";"WF-02-2019";"Widening Fellowships"
"687015";"JTI-CS2-2014-CFP01-AIR-01-04";"Aero-acoustic experimental characterization of a CROR (Contra Rotating Open Rotor) engine WT model with core flow in propellers architecture"
"952520";"WIDESPREAD-05-2020";"Twinning"
"700925";"FTIPilot-1-2015";"Fast Track to Innovation Pilot"
"953360";"IBA-SWFS-EUCYS-2020";"EUCYS 2020"
"856620";"WIDESPREAD-04-2019";"ERA Chairs"
"808021";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"710148";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"808899";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"781780";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"674214";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"650690";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"775240";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"735394";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"763024";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"807337";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"780057";"ICT-23-2017";"Interfaces for accessibility"
"808534";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"767807";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"782890";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"684749";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"807995";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"744064";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"744842";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"767509";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"761917";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"745040";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"774918";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"802793";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"735386";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"739301";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"652291";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"773732";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"784020";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"780237";"ICT-32-2017";"Startup Europe for Growth and Innovation Radar"
"687794";"ICT-38-2015";"International partnership building and support to dialogues with high income countries"
"774966";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"767912";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"674568";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"781853";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"744350";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"672228";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"744988";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"772252";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"683390";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"651901";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"674459";"ICT-37-2014";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"651604";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"673011";"ICT-37-2014";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"728569";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"808690";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"729937";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"728611";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"728311";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"738523";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"808192";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"774985";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"729448";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"666148";"ICT-37-2014";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"791467";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"782829";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"780842";"ICT-32-2017";"Startup Europe for Growth and Innovation Radar"
"683612";"ICT-37-2015";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"777888";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"791760";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"791958";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"651263";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"780371";"ICT-27-2017";"System abilities, SME & benchmarking actions, safety certification"
"698460";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"736302";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"692811";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"781473";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"683685";"ICT50";"ICT50"
"666741";"ICT-37-2014";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"780758";"ICT-32-2017";"Startup Europe for Growth and Innovation Radar"
"768631";"FOF-12-2017";"ICT Innovation for Manufacturing SMEs (I4MS)"
"733901";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"729165";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"666534";"ICT-37-2014";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"728544";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"781846";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"744623";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"696671";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"741450";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"763023";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"790882";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"728813";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"732194";"ICT-14-2016-2017";"Big Data PPP: cross-sectorial and cross-lingual data integration and experimentation"
"743056";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"718357";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"778764";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"775892";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"672124";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"808670";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"728612";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"784802";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"711260";"ICT-37-2015";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"645218";"ICT-35-2014";"Innovation and Entrepreneurship Support"
"745002";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"729758";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"662634";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"781138";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"729367";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"729472";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"688192";"ICT-10-2015";"Collective Awareness Platforms for Sustainability and Social Innovation"
"698959";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"728100";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"671980";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"734977";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"651658";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"778064";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"644704";"ICT-18-2014";"Support the growth of ICT innovative Creative Industries SMEs"
"783664";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"732328";"ICT-14-2016-2017";"Big Data PPP: cross-sectorial and cross-lingual data integration and experimentation"
"781234";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"734989";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"790146";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"780435";"ICT-39-2016-2017";"International partnership building in low and middle income countries"
"744895";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"774024";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"739280";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"775000";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"783045";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"672261";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"762511";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"734845";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"782118";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"784190";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"790934";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"789952";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"773534";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"674161";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"783680";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"775070";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"662990";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"762220";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"733461";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"731601";"ICT-18-2016";"Big data PPP: privacy-preserving big data technologies"
"809272";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"757004";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"775145";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"763497";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"663196";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"775897";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"673090";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"652491";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"786001";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"736245";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"768093";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"774231";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"761623";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"804955";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"731678";"ICT-06-2016";"Cloud Computing"
"673092";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"687686";"ICT-10-2015";"Collective Awareness Platforms for Sustainability and Social Innovation"
"644610";"ICT-35-2014";"Innovation and Entrepreneurship Support"
"643297";"EUJ-3-2014";"Access networks for densely located users"
"731996";"ICT-34-2016";"Pre-Commercial Procurement open"
"719945";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"762399";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"763054";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"761676";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"780460";"ICT-32-2017";"Startup Europe for Growth and Innovation Radar"
"645067";"ICT-18-2014";"Support the growth of ICT innovative Creative Industries SMEs"
"773846";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"729491";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"807694";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"781861";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"762584";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"662730";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"790610";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"807968";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"728369";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"773939";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"738364";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"723240";"ICT-39-2016-2017";"International partnership building in low and middle income countries"
"807844";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"685022";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"734328";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"767850";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"735067";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"684657";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"740980";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"790471";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"790070";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"729619";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"673746";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"732480";"ICT-12-2016";"Net Innovation Initiative"
"733984";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"738580";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"732461";"ICT-21-2016";"Support technology transfer to the creative industries"
"685001";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"808764";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"712268";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"809654";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"779990";"ICT-32-2017";"Startup Europe for Growth and Innovation Radar"
"650572";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"673128";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"783308";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"735833";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"738373";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"782205";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"674431";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"736384";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"781928";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"778450";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"783988";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"684035";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"808456";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"736407";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"736814";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"775333";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"761940";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"791464";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"652527";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"782788";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"733732";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"729876";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"778609";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"808892";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"808096";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"729458";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"745148";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"672281";"ICT-37-2014";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"729315";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"738928";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"732019";"ICT-36-2016";"Boost synergies between artists, creative people and technologists"
"762032";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"808826";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"651537";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"807544";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"729573";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"726547";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"672058";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"780738";"ICT-32-2017";"Startup Europe for Growth and Innovation Radar"
"684310";"ICT-37-2015";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"734733";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"807804";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"688797";"ICT-16-2015";"Big data - research"
"789819";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"729640";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"762106";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"808270";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"744972";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"698727";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"780662";"ICT-25-2016-2017";"Advanced robot capabilities research and take-up"
"780612";"ICT-20-2017";"Tools for smart digital content in the creative industries"
"783861";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"734404";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"673405";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"735385";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"782820";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"782825";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"782564";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"663547";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"775126";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"767636";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"773344";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"782660";"SMEInst-06-2016-2017";"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
"711949";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"672499";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"782882";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"781771";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"789539";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"762204";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"664011";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"662639";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"663463";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"650697";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"779158";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"775047";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"773572";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"774144";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"651892";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"729583";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"729733";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"687691";"ICT-16-2015";"Big data - research"
"763080";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"809095";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"672698";"ICT-37-2014-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"761851";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"773408";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"696238";"ICT-37-2015-1";"Open Disruptive Innovation Scheme (implemented through the SME instrument)"
"783939";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"723784";"NMBP-31-2016";"Presidency events"
"762961";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"692195";"H2020-TWINN-2015";"Twinning"
"738851";"SMEInst-10-2016-2017";"Small business innovation research for Transport and Smart Cities Mobility"
"736749";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"691681";"H2020-TWINN-2015";"Twinning"
"784560";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"728498";"SMEInst-01-2016-2017";"Open Disruptive Innovation Scheme"
"831833";"JTI-CS2-2018-CfP08-AIR-02-65";"Design of special welding head for FSW process with automatic adjustable pin and welding force control system [SAT]"
"780914";"ICT-32-2017";"Startup Europe for Growth and Innovation Radar"
